3441.6,0.024958,0.267
3441.6,0.023322,0.26536
3441.6,0.025285,0.26634
3441.6,0.027901,0.26798
3441.6,0.024631,0.26863
3441.7,0.023649,0.27092
3441.7,0.025612,0.26896
3441.7,0.022995,0.26961
3441.7,0.023976,0.26863
3441.7,0.026266,0.2683
3441.7,0.026593,0.26928
3441.7,0.023322,0.26732
3441.7,0.023649,0.26928
3441.7,0.023649,0.2683
3441.7,0.02692,0.267
3441.8,0.024631,0.26765
3441.8,0.024303,0.26536
3441.8,0.023976,0.26863
3441.8,0.028883,0.26994
3441.8,0.026266,0.27027
3441.8,0.023649,0.27157
3441.8,0.024303,0.27059
3441.8,0.027901,0.2719
3441.8,0.025939,0.26994
3441.8,0.023649,0.2683
3441.9,0.023649,0.26798
3441.9,0.028228,0.26536
3441.9,0.025612,0.26503
3441.9,0.024958,0.26405
3441.9,0.02692,0.26569
3441.9,0.025285,0.267
3441.9,0.023976,0.26961
3441.9,0.025612,0.27288
3441.9,0.026266,0.27386
3441.9,0.024958,0.27321
3442,0.024303,0.27321
3442,0.02692,0.27092
3442,0.023976,0.27027
3442,0.024958,0.267
3442,0.024303,0.26438
3442,0.028228,0.26471
3442,0.025285,0.26471
3442,0.024958,0.2683
3442,0.023649,0.27092
3442,0.026593,0.27223
3442.1,0.026266,0.27452
3442.1,0.024631,0.27256
3442.1,0.026593,0.27256
3442.1,0.024958,0.27059
3442.1,0.024958,0.26798
3442.1,0.028228,0.26667
3442.1,0.025612,0.26438
3442.1,0.024631,0.26438
3442.1,0.025612,0.26405
3442.1,0.024958,0.26569
3442.2,0.024958,0.26961
3442.2,0.026593,0.27027
3442.2,0.02921,0.27125
3442.2,0.026266,0.27125
3442.2,0.024631,0.27125
3442.2,0.025285,0.27059
3442.2,0.024958,0.26798
3442.2,0.025939,0.26896
3442.2,0.02692,0.2683
3442.2,0.026266,0.26732
3442.3,0.026266,0.26765
3442.3,0.023649,0.26601
3442.3,0.024958,0.26896
3442.3,0.025285,0.2683
3442.3,0.024958,0.2683
3442.3,0.026266,0.26896
3442.3,0.027247,0.2683
3442.3,0.028883,0.27092
3442.3,0.027247,0.26928
3442.3,0.026266,0.2683
3442.4,0.026266,0.2683
3442.4,0.023976,0.26765
3442.4,0.026266,0.26896
3442.4,0.025285,0.267
3442.4,0.026266,0.26601
3442.4,0.023976,0.26765
3442.4,0.025612,0.26601
3442.4,0.024303,0.26732
3442.4,0.025612,0.267
3442.4,0.027247,0.26798
3442.5,0.028228,0.27059
3442.5,0.028228,0.27059
3442.5,0.027247,0.27223
3442.5,0.02692,0.27092
3442.5,0.026266,0.26863
3442.5,0.02692,0.27027
3442.5,0.026266,0.267
3442.5,0.025285,0.26601
3442.5,0.025285,0.26372
3442.5,0.025285,0.26438
3442.6,0.024958,0.26732
3442.6,0.024631,0.267
3442.6,0.024958,0.2719
3442.6,0.025285,0.27288
3442.6,0.025612,0.27354
3442.6,0.025285,0.27485
3442.6,0.026266,0.2719
3442.6,0.025612,0.27092
3442.6,0.02692,0.26634
3442.6,0.024958,0.26471
3442.7,0.026266,0.26601
3442.7,0.026266,0.26471
3442.7,0.024631,0.267
3442.7,0.024631,0.267
3442.7,0.025939,0.26928
3442.7,0.025612,0.27125
3442.7,0.025612,0.27157
3442.7,0.024958,0.27386
3442.7,0.025612,0.2719
3442.7,0.025612,0.27027
3442.8,0.02692,0.27027
3442.8,0.024958,0.26667
3442.8,0.024958,0.267
3442.8,0.026266,0.26601
3442.8,0.026266,0.26634
3442.8,0.027574,0.26863
3442.8,0.026266,0.26863
3442.8,0.026266,0.27256
3442.8,0.024958,0.27288
3442.8,0.026266,0.27419
3442.9,0.026266,0.27517
3442.9,0.027574,0.27125
3442.9,0.025285,0.27059
3442.9,0.026593,0.26863
3442.9,0.026266,0.267
3442.9,0.027574,0.26732
3442.9,0.028228,0.26503
3442.9,0.027574,0.2683
3442.9,0.028883,0.26798
3442.9,0.030518,0.26994
3443,0.029864,0.27157
3443,0.028883,0.27125
3443,0.027247,0.27321
3443,0.026593,0.27223
3443,0.026593,0.27256
3443,0.026266,0.27386
3443,0.025612,0.27059
3443,0.025939,0.26994
3443,0.02692,0.267
3443,0.027901,0.26732
3443.1,0.026593,0.26765
3443.1,0.025939,0.26601
3443.1,0.026593,0.26928
3443.1,0.027247,0.27027
3443.1,0.027247,0.27125
3443.1,0.029537,0.27354
3443.1,0.028883,0.2719
3443.1,0.027574,0.27354
3443.1,0.026266,0.27157
3443.1,0.026593,0.27059
3443.2,0.027247,0.27027
3443.2,0.026593,0.26634
3443.2,0.026593,0.267
3443.2,0.026266,0.26667
3443.2,0.02692,0.267
3443.2,0.028883,0.26961
3443.2,0.028228,0.26863
3443.2,0.029864,0.27223
3443.2,0.028883,0.27256
3443.2,0.027247,0.27288
3443.3,0.027574,0.27256
3443.3,0.02692,0.27092
3443.3,0.027247,0.27125
3443.3,0.02692,0.26994
3443.3,0.027901,0.26798
3443.3,0.028228,0.26798
3443.3,0.02921,0.26634
3443.3,0.030518,0.26732
3443.3,0.027574,0.26798
3443.3,0.025939,0.26994
3443.4,0.024958,0.27125
3443.4,0.02692,0.27092
3443.4,0.026266,0.27321
3443.4,0.027574,0.27157
3443.4,0.027901,0.27157
3443.4,0.029864,0.27256
3443.4,0.028228,0.26928
3443.4,0.026266,0.27092
3443.4,0.026593,0.26994
3443.4,0.027247,0.26798
3443.5,0.027574,0.26896
3443.5,0.029864,0.26863
3443.5,0.029537,0.27027
3443.5,0.028883,0.27125
3443.5,0.027901,0.27092
3443.5,0.027574,0.2719
3443.5,0.028228,0.26896
3443.5,0.02692,0.27059
3443.5,0.027901,0.26961
3443.5,0.028555,0.26961
3443.6,0.02921,0.27059
3443.6,0.026593,0.26863
3443.6,0.02692,0.27092
3443.6,0.027574,0.26896
3443.6,0.027901,0.2683
3443.6,0.028555,0.26994
3443.6,0.031172,0.26961
3443.6,0.028883,0.27223
3443.6,0.026593,0.27157
3443.6,0.026593,0.27092
3443.7,0.02692,0.2719
3443.7,0.027247,0.26994
3443.7,0.030191,0.26961
3443.7,0.031826,0.26732
3443.7,0.027901,0.26667
3443.7,0.027574,0.2683
3443.7,0.028228,0.26732
3443.7,0.02692,0.26961
3443.7,0.02692,0.27027
3443.7,0.028883,0.27157
3443.8,0.02921,0.27419
3443.8,0.030845,0.27223
3443.8,0.027901,0.27288
3443.8,0.027901,0.27157
3443.8,0.027901,0.27059
3443.8,0.02692,0.27027
3443.8,0.027574,0.26765
3443.8,0.028555,0.26896
3443.8,0.030191,0.26863
3443.8,0.029537,0.26896
3443.9,0.031499,0.27157
3443.9,0.031499,0.27125
3443.9,0.027901,0.27223
3443.9,0.02692,0.27125
3443.9,0.027574,0.27125
3443.9,0.027901,0.2719
3443.9,0.028228,0.26994
3443.9,0.028883,0.27027
3443.9,0.027901,0.26961
3443.9,0.028228,0.26896
